Time(min),Input=0,Input=1
52.0,0.0001725421691487295,0.0001621735334094352
53.0,0.00017283213787863745,0.000162007670092676
54.0,0.0001731193350369324,0.00016183158482631962
55.0,0.000173403769271331,0.00016164546170197394
56.0,0.0001736854435885989,0.00016144948872041446
57.0,0.00017396445175893343,0.0001612438760493888
58.0,0.00017424058536464848,0.00016102882297219036
59.0,0.00017451403513329185,0.000160804526044401
60.0,0.00017478480106486357,0.00016057305618696717
61.0,0.00017505289071719337,0.00016032974557238512
62.0,0.00017531833850337156,0.0001600783272188847
63.0,0.0001755811486557361,0.00015981880112646589
64.0,0.00017584132117428697,0.00015955117031525457
65.0,0.00017609886362579202,0.0001592756624297518
66.0,0.0001763538388442445,0.00015899241930649027
67.0,0.00017660626086908127,0.00015870144094547
68.0,0.00017685612970030229,0.00015840272734669097
69.0,0.00017710344877245652,0.00015809657531329628
70.0,0.00017734828172987003,0.00015778343209154255
71.0,0.00017759065251197098,0.00015746330216745685
72.0,0.00017783056111875936,0.00015713618554103915
73.0,0.00017806800831864637,0.00015680223366147504
74.0,0.00017830305309672688,0.0001564619614074662
75.0,0.00017853573236631263,0.00015611541128237577
76.0,0.0001787660461274036,0.00015576258328620372
77.0,0.00017899399437999982,0.0001554035453539233
78.0,0.00017921962286749867,0.00015503887844986323
79.0,0.0001794429815772074,0.0001546687154964359
80.0,0.00017966407053345314,0.00015429305649364132
81.0,0.00017988288973623586,0.00015391190144147947
82.0,0.00018009947099380046,0.00015352525033995038
83.0,0.00018031387374728688,0.00015313327630379908
84.0,0.00018052609935334256,0.00015273658689673742
85.0,0.00018073614781196747,0.00015233523475138565
86.0,0.00018094403980334638,0.00015192921986774378
87.0,0.00018114983947050206,0.00015151854224581182
88.0,0.00018135355138470142,0.00015110320188558974
89.0,0.0001815551755459445,0.00015068091359627403
90.0,0.00018175472413423357,0.0001502585632313777
91.0,0.00018195226172066232,0.00014983179584850158
92.0,0.00018214779776349777,0.00014940074268831032
93.0,0.0001823413322627399,0.00014896553499146845
94.0,0.00018253287129942972,0.00014852630453525268
95.0,0.0001827224759389443,0.0001480832489173632
96.0,0.00018291016197061075,0.00014763655584284143
97.0,0.000183095929394429,0.00014718637157254663
98.0,0.00018327978238370107,0.00014673284236733794
99.0,0.00018346182422633513,0.00014627611448807457
100.0,0.00018364209948692326,0.00014581633419561568
101.0,0.0001838206081654655,0.00014535364775082049
102.0,0.00018399735026196183,0.00014488820141454818
103.0,0.00018417232577641225,0.00014442014144765792
104.0,0.00018434553470881676,0.0001439496141110089
105.0,0.00018451697705917534,0.00014347676566546033
106.0,0.00018468665282748802,0.00014300174237187138
107.0,0.0001848545620137548,0.00014252469049110125
108.0,0.00018502070461797566,0.0001420457562840091
109.0,0.0001851850806401506,0.00014156493441423327
110.0,0.00018534769008027963,0.0001410820979161693
111.0,0.00018550861171971918,0.0001405973364988046
112.0,0.00018566797556531534,0.00014011074286050186
113.0,0.00018582578354506453,0.0001396224096996237
114.0,0.00018598203565896678,0.00013913242971453282
115.0,0.0001861367319070221,0.00013864089560359185
116.0,0.00018628987228923045,0.0001381479000651635
117.0,0.00018644145680559186,0.00013765353579761036
118.0,0.00018659148545610633,0.00013715789549929513
119.0,0.00018673995824077387,0.0001366610718685805
120.0,0.00018688687515959446,0.00013616315760382907
121.0,0.0001870322362125681,0.00013566424540340357
122.0,0.0001871760413996948,0.00013516442796566658
123.0,0.00018731412984398865,0.00013466378100852988
124.0,0.00018745597829098473,0.00013416232016090875
125.0,0.0001875962932873163,0.0001336600935130398
126.0,0.0001877350898250519,0.00013315715337027098
127.0,0.0001878723828962601,0.00013265356309380134
128.0,0.00018800818749300943,0.0001321493891736777
129.0,0.0001881425186073685,0.00013164469271136203
130.0,0.00018827539123140582,0.00013113953445370943
131.0,0.00018840682035718993,0.0001306339731571011
132.0,0.00018853682097678945,0.0001301280684403895
133.0,0.00018866540808227289,0.0001296218801430691
134.0,0.00018879259666570883,0.00012911564131503218
135.0,0.000188918401962765,0.0001286089348558295
136.0,0.00018904285846379934,0.00012810222221688403
137.0,0.0001891659956657772,0.00012759551141427723
138.0,0.00018928783164051167,0.00012708886909141025
139.0,0.0001894083844598157,0.00012658231015312614
140.0,0.00018952767219550232,0.00012607583459942485
141.0,0.00018964571291938456,0.000125569471555934
142.0,0.0001897625247032754,0.00012506336332895413
143.0,0.00018987812561898788,0.00012455752894264424
144.0,0.00018999253373833502,0.00012405196839700437
145.0,0.0001901057671331298,0.00012354672305928157
146.0,0.00019021784387518526,0.0001230419200108501
147.0,0.00019032878203631442,0.00012253756816362198
148.0,0.0001904385996883303,0.0001220336675175972
149.0,0.00019054731490304586,0.00012153027428969825
150.0,0.00019065494575227416,0.00012102749941493485
151.0,0.0001907615103078282,0.00012052534586972441
152.0,0.000190867026641521,0.00012002381365406692
153.0,0.00019097151282516556,0.00011952292757048285
154.0,0.00019107498693057492,0.00011902280930485119
155.0,0.00019117746633915233,0.00011852347520230108
156.0,0.0001912789218238864,0.0001180249252628325
157.0,0.00019137933743370867,0.00011752680438061148
158.0,0.0001914787238725876,0.00011703014959457583
159.0,0.00019157709184449155,0.00011653432370113123
160.0,0.0001916744520533889,0.00011603936134921324
161.0,0.00019177081520324816,0.00011554529718885844
162.0,0.00019186619199803762,0.00011505216721698976
163.0,0.00019196059314172576,0.00011456000746587209
164.0,0.00019205402933828095,0.00011406885285333958
165.0,0.00019214651129167165,0.00011357873829722631
166.0,0.0001922380497058662,0.00011308969871536642
167.0,0.00019232865528483303,0.00011260176902559405
168.0,0.00019241833873254058,0.00011211498414574328
169.0,0.00019250711075295723,0.00011162937899364827
170.0,0.0001925949820500514,0.00011114498848714312
171.0,0.00019268196332779145,0.00011066184754406197
172.0,0.00019276806529014586,0.00011017999108223892
173.0,0.00019285329864108296,0.0001096994540195081
174.0,0.00019293767408457124,0.00010922027127370363
175.0,0.00019302120220947438,0.00010874247776265964
176.0,0.0001931038862060276,0.00010826610840421025
177.0,0.00019318572930538224,0.00010779119811618958
178.0,0.00019326673806988946,0.00010731778181643175
179.0,0.0001933469190619004,0.00010684589442277087
180.0,0.0001934262789029793,0.00010637552936103116
181.0,0.00019350482789196144,0.00010590661790756554
182.0,0.00019358257628385444,0.00010543917624046454
183.0,0.00019365953269312604,0.00010497322424103359
184.0,0.00019373570573424408,0.00010450878179057806
185.0,0.00019381110398613842,0.00010404586877040334
186.0,0.0001938857338940751,0.00010358450506181482
187.0,0.00019395960194224375,0.00010312471054611789
188.0,0.00019403271555804,0.00010266650510461792
189.0,0.0001941050821688596,0.00010220990861862034
190.0,0.00019417685670093917,0.0001017549409694305
191.0,0.000194247678472516,0.0001013016220383538
192.0,0.00019431780683741394,0.00010084997170669564
193.0,0.000194387241795633,0.00010040000985576139
194.0,0.00019445598334717315,9.995175636685645e-05
195.0,0.00019452403166472567,9.950523112128622e-05
196.0,0.00019459139542786974,9.906045400035607e-05
197.0,0.00019465807948382602,9.861744488537139e-05
198.0,0.00019472408383259453,9.817621266764138e-05
199.0,0.00019478940847560057,9.773670871134203e-05
200.0,0.0001948540675211184,9.729893328022588e-05
201.0,0.00019491807452009567,9.686289693513446e-05
202.0,0.0001949814294725324,9.642861023690934e-05
203.0,0.00019504413237842862,9.599608374639202e-05
204.0,0.00019510619328237373,9.556532802442405e-05
205.0,0.0001951676289465691,9.513635363184697e-05
206.0,0.00019522843963052673,9.470917112950231e-05
207.0,0.00019528862533424655,9.428379107823161e-05
208.0,0.00019534819543643039,9.386022403887641e-05
209.0,0.00019540717594545998,9.343848057227823e-05
210.0,0.00019546556838251358,9.301857123927863e-05
211.0,0.00019552337274759114,9.260050660071911e-05
212.0,0.00019558058904069268,9.218429721744125e-05
213.0,0.0001956372172618182,9.176995365028656e-05
214.0,0.00019569325741096772,9.135748646009657e-05
215.0,0.0001957487094881412,9.094690620771284e-05
216.0,0.00019580359093706196,9.053822233589978e-05
217.0,0.00019585792946692348,9.013141479472355e-05
218.0,0.00019591172542983903,8.972646818286716e-05
219.0,0.00019596497882580857,8.93233766870235e-05
220.0,0.00019601768965483215,8.892213449388538e-05
221.0,0.00019606985791690974,8.852274410467273e-05
222.0,0.00019612148361204134,8.812523280697482e-05
223.0,0.00019617214394396552,8.772961103542034e-05
224.0,0.00019622284975123026,8.733588754733953e-05
225.0,0.0001962730185444859,8.694407102191478e-05
226.0,0.00019632265567182057,8.655416116993651e-05
227.0,0.00019637176648132246,8.616615656839786e-05
228.0,0.00019642035632107976,8.578006028280285e-05
229.0,0.0001964684305391806,8.539587537865555e-05
230.0,0.00019651599448371318,8.501360215507379e-05
231.0,0.00019656305354548382,8.46332405993066e-05
232.0,0.00019660961449796422,8.425478688365694e-05
233.0,0.0001966556834701678,8.387824100812482e-05
234.0,0.000196701265928778,8.35036029727102e-05
235.0,0.00019674636734047822,8.313087269043127e-05
236.0,0.00019679099317195182,8.27600500661502e-05
237.0,0.00019683514888988222,8.239113509981975e-05
238.0,0.0001968788399609528,8.20241277914399e-05
239.0,0.000196922071851847,8.165902780446274e-05
240.0,0.00019696485002924815,8.129583368348897e-05
241.0,0.00019700717995983967,8.093454526059031e-05
242.0,0.00019704906711030497,8.057516253576678e-05
243.0,0.00019709051694732747,8.021768537996924e-05
244.0,0.0001971315349375905,7.986210932754074e-05
245.0,0.0001971721265477775,7.950843217491922e-05
246.0,0.00019721229724457186,7.915665392210467e-05
247.0,0.00019725205249465695,7.880677456909708e-05
248.0,0.0001972913977647162,7.845878872659414e-05
249.0,0.000197330338521433,7.811268541696093e-05
250.0,0.00019736888023149074,7.776846431852223e-05
251.0,0.0001974070283615728,7.742612543127805e-05
252.0,0.00019744478837836258,7.70856687552284e-05
253.0,0.00019748216574854352,7.674709429037325e-05
254.0,0.00019751916593879895,7.641040203671265e-05
255.0,0.0001975557944158123,7.607559199424654e-05
256.0,0.00019759205664626696,7.574266275306499e-05
257.0,0.00019762795809684632,7.541159393674632e-05
258.0,0.0001976635042342338,7.508237885962081e-05
259.0,0.00019769870052511277,7.47550175216885e-05
260.0,0.00019773355243616662,7.442950992294934e-05
261.0,0.00019776806543407878,7.410585606340338e-05
262.0,0.0001978022449855326,7.378405594305058e-05
263.0,0.00019783609655721153,7.346410956189096e-05
264.0,0.00019786962561579892,7.314601691992451e-05
265.0,0.0001979028376279782,7.283009037026442e-05
266.0,0.00019793573806043272,7.251554514420044e-05
267.0,0.00019796801250119317,7.220284574877812e-05
268.0,0.00019799979949894776,7.189198785232321e-05
269.0,0.00019803125102194869,7.158296712316151e-05
270.0,0.00019806237146437932,7.12757792296188e-05
271.0,0.00019809316522042302,7.097041984002088e-05
272.0,0.0001981236366842632,7.066688462269352e-05
273.0,0.00019815379025008318,7.036516813032257e-05
274.0,0.00019818363031206637,7.006525138086868e-05
275.0,0.00019821316126439613,6.976712440610842e-05
276.0,0.00019824238750125583,6.947078146015852e-05
277.0,0.00019827131341682884,6.91762167971357e-05
278.0,0.00019829994340529855,6.888342467115666e-05
279.0,0.00019832828186084833,6.859239933633816e-05
280.0,0.00019835633317766152,6.830313504679692e-05
281.0,0.00019838410174992152,6.801562605664964e-05
282.0,0.00019841159197181172,6.772986662001307e-05
283.0,0.00019843880823751546,6.744585099100392e-05
284.0,0.00019846575494121614,6.716357342373892e-05
285.0,0.0001984924364770971,6.688302817233479e-05
286.0,0.00019851885723934173,6.660420949090825e-05
287.0,0.00019854502162213342,6.632711163357603e-05
288.0,0.00019857093401965553,6.605172885445487e-05
289.0,0.0001985965988260914,6.577805540766147e-05
290.0,0.0001986220204356245,6.550608554731257e-05
291.0,0.00019864720324243808,6.523581352752488e-05
292.0,0.00019867215164071558,6.496723360241514e-05
293.0,0.00019869687002464035,6.470034002610006e-05
294.0,0.0001987213627883958,6.443512705269638e-05
295.0,0.00019874563432616525,6.417158893632082e-05
296.0,0.00019876968903213214,6.39097199310901e-05
297.0,0.00019879353130047977,6.364951429112093e-05
298.0,0.00019881716552539155,6.339096627053006e-05
299.0,0.00019884059610105086,6.31340701234342e-05
300.0,0.00019886382742164105,6.287882010395009e-05
301.0,0.00019888686388134553,6.262520914602837e-05
302.0,0.00019890970987434763,6.237322753798752e-05
303.0,0.00019893192420935527,6.21228680940056e-05
304.0,0.00019895378854608355,6.187412377271175e-05
305.0,0.00019897542703763653,6.162698753273512e-05
306.0,0.00019899684278926034,6.138145233270486e-05
307.0,0.0001990180389062011,6.113751113125014e-05
308.0,0.0001990390184937049,6.0895144918279795e-05
309.0,0.00019905978465701787,6.06543536393213e-05
310.0,0.00019908034050138615,6.0415132038276746e-05
311.0,0.00019910068913205585,6.017747286940644e-05
312.0,0.0001991208336542731,5.99413688869707e-05
313.0,0.00019914077717328397,5.970681284522984e-05
314.0,0.00019916052279433464,5.947379749844418e-05
315.0,0.00019918007362267122,5.9242315600874034e-05
316.0,0.0001991994327635398,5.9012359906779716e-05
317.0,0.0001992186033221865,5.878392317042154e-05
318.0,0.0001992375884038575,5.855699814605983e-05
319.0,0.00019925639111379882,5.833157758795489e-05
320.0,0.00019927501455725666,5.810765425036704e-05
321.0,0.00019929346183947713,5.78852209316839e-05
322.0,0.00019931173606570633,5.7664271350603203e-05
323.0,0.00019932984034119037,5.744479747232194e-05
324.0,0.0001993477777711754,5.722679206588769e-05
325.0,0.00019936555146090752,5.701024790034806e-05
326.0,0.00019938316451563286,5.679515774475065e-05
327.0,0.0001994006200405975,5.658151436814304e-05
328.0,0.00019941792114104763,5.636931053957284e-05
329.0,0.00019943507092222933,5.615853902808763e-05
330.0,0.0001994520724893887,5.5949192602735e-05
331.0,0.0001994689289477719,5.5741264032562565e-05
332.0,0.00019948564340262502,5.5534746086617895e-05
333.0,0.0001995022189591942,5.53296315339486e-05
334.0,0.00019951865872272557,5.5125913143602275e-05
335.0,0.0001995349657984652,5.4923584953261884e-05
336.0,0.00019955114329165926,5.472264297283442e-05
337.0,0.00019956719430755385,5.452307663487687e-05
338.0,0.00019958312195139508,5.432487878639392e-05
339.0,0.0001995985158646187,5.412804227439027e-05
340.0,0.00019961370161082092,5.3932559945870613e-05
341.0,0.00019962873360892356,5.373842464783966e-05
342.0,0.00019964361391355058,5.354562922730209e-05
343.0,0.00019965834457932603,5.3354166531262593e-05
344.0,0.0001996729276608739,5.316402940672589e-05
345.0,0.00019968736521281815,5.297521070069666e-05
346.0,0.0001997016592897828,5.278770326017959e-05
347.0,0.00019971581194639187,5.26014999321794e-05
348.0,0.00019972982523726936,5.241659356370077e-05
349.0,0.00019974370121703927,5.223298653572802e-05
350.0,0.0001997574419403256,5.2050656523336385e-05
351.0,0.00019977104946175233,5.18696035848136e-05
352.0,0.0001997845258359435,5.168982057787992e-05
353.0,0.0001997978731175231,5.151130036574372e-05
354.0,0.0001998110933611151,5.1334035817101475e-05
355.0,0.00019982418862134356,5.115801980613779e-05
356.0,0.00019983716095283243,5.0983245212525384e-05
357.0,0.00019985001241020574,5.080970492142509e-05
358.0,0.00019986274504808747,5.063739182348587e-05
359.0,0.00019987536092110165,5.0466298814844777e-05
360.0,0.00019988786208387224,5.0296418797127004e-05
361.0,0.0001999002505910233,5.012774467744585e-05
362.0,0.0001999125284971788,4.996026936840273e-05
363.0,0.00019992469785696273,4.979400346970762e-05
364.0,0.00019993676072499914,4.962893401689599e-05
365.0,0.00019994871915591196,4.946504529110919e-05
366.0,0.00019996057520432525,4.930233037769005e-05
367.0,0.00019997233092486298,4.9140782370399586e-05
368.0,0.00019998398837214917,4.8980394371416934e-05
369.0,0.00019999554960080783,4.8821159491339405e-05
370.0,0.0002000070166654629,4.866307084918245e-05
371.0,0.0002000183916207385,4.850612157237969e-05
372.0,0.0002000296765212585,4.835030479678288e-05
373.0,0.00020004087342164698,4.8195613666661955e-05
374.0,0.00020005198437652796,4.804204133470497e-05
375.0,0.00020006270094243168,4.788958096201816e-05
376.0,0.00020007330596666273,4.77382257181259e-05
377.0,0.00020008380458365194,4.758796878097074e-05
378.0,0.00020009419814519264,4.7438803336913344e-05
379.0,0.0002001044880030782,4.729072258073256e-05
380.0,0.00020011467550910204,4.7143719715625393e-05
381.0,0.00020012476201505748,4.6997787953206986e-05
382.0,0.0002001347488727379,4.6852920513510636e-05
383.0,0.0002001446374339367,4.6709110624987804e-05
384.0,0.0002001544290504472,4.65663515245081e-05
385.0,0.0002001641250740628,4.642463645735928e-05
386.0,0.0002001737268565769,4.628395867724727e-05
387.0,0.00020018323574978283,4.614431144629613e-05
388.0,0.00020019265310547397,4.6005688035048095e-05
389.0,0.00020020198027544372,4.586808172246353e-05
390.0,0.00020021121861148538,4.573148579592098e-05
391.0,0.0002002203694653924,4.5595893551217115e-05
392.0,0.0002002294341889581,4.5461298292566785e-05
393.0,0.00020023841413397588,4.532769333260298e-05
394.0,0.0002002473106522391,4.5195071992376846e-05
395.0,0.0002002561250955411,4.506342760135768e-05
396.0,0.0002002648588156753,4.493279931793559e-05
397.0,0.00020027351316443504,4.4803153140075224e-05
398.0,0.00020028208949361372,4.467447076234158e-05
399.0,0.0002002905891550047,4.454674587324581e-05
400.0,0.00020029901350040132,4.441997217602391e-05
401.0,0.00020030736388159696,4.429414338863667e-05
402.0,0.00020031564165038504,4.4169253243769735e-05
403.0,0.00020032384815855887,4.404529548883356e-05
404.0,0.00020033198475791187,4.392226388596341e-05
405.0,0.00020034005280023738,4.3800152212019404e-05
406.0,0.00020034805363732878,4.367895425858647e-05
407.0,0.00020035598862097942,4.355866383197434e-05
408.0,0.0002003638591029827,4.34392747532176e-05
409.0,0.00020037166643513198,4.332078085807565e-05
410.0,0.00020037939466953237,4.32031759970327e-05
411.0,0.0002003868820827804,4.308645403529782e-05
412.0,0.00020039429418827105,4.297060885280485e-05
413.0,0.00020040163189945234,4.2855634344212495e-05
414.0,0.0002004088961297722,4.2741524418904274e-05
415.0,0.00020041608779267867,4.262827300098853e-05
416.0,0.00020042320780161974,4.251587402929842e-05
417.0,0.00020043025707004337,4.240432145739194e-05
418.0,0.00020043723651139755,4.229360925355189e-05
419.0,0.00020044414703913028,4.2183731400785916e-05
420.0,0.00020045098956668954,4.207468189682647e-05
421.0,0.00020045776500752333,4.196645475413084e-05
422.0,0.00020046447427507966,4.185904399988114e-05
423.0,0.00020047111828280645,4.175244367598428e-05
424.0,0.00020047769794415176,4.1646647839072034e-05
425.0,0.00020048421417256357,4.154165056050097e-05
426.0,0.0002004906678814898,4.1437445926352494e-05
427.0,0.00020049705998437852,4.1334028037432836e-05
428.0,0.0002005033913946777,4.1231391009273034e-05
429.0,0.0002005096630258353,4.112959860542269e-05
430.0,0.0002005158757912993,4.102859019852076e-05
431.0,0.00020052203060451774,4.092835397587919e-05
432.0,0.00020052812837893859,4.082888453496959e-05
433.0,0.00020053417002800983,4.0730176496167946e-05
434.0,0.00020054015646517944,4.0632224502754596e-05
435.0,0.00020054608860389542,4.053502322091426e-05
436.0,0.00020055196735760576,4.043856733973601e-05
437.0,0.00020055779363975846,4.034285157121329e-05
438.0,0.00020056356836380148,4.024787065024393e-05
439.0,0.0002005692924431828,4.0153619334630096e-05
440.0,0.00020057496679135048,4.0060092405078346e-05
441.0,0.00020058059232175244,3.996728466519958e-05
442.0,0.0002005861699478367,3.987519094150909e-05
443.0,0.00020059170058305123,3.978380608342652e-05
444.0,0.000200597185140844,3.969312496327589e-05
445.0,0.00020060262453466308,3.960314247628557e-05
446.0,0.00020060799607165978,3.951385354058832e-05
447.0,0.00020061322113969042,3.942525309722125e-05
448.0,0.00020061839344693707,3.933733611012585e-05
449.0,0.0002006235136281547,3.9250097566147956e-05
450.0,0.00020062858231809818,3.9163532475037794e-05
451.0,0.00020063360015152247,3.907763586944995e-05
452.0,0.00020063856776318244,3.899240280494336e-05
453.0,0.00020064348578783305,3.890782835998135e-05
454.0,0.0002006483548602292,3.882390763593161e-05
455.0,0.00020065317561512579,3.874063575706617e-05
456.0,0.00020065794868727777,3.865800787056147e-05
457.0,0.00020066267471144004,3.857601914649828e-05
458.0,0.0002006673543223675,3.849466477786176e-05
459.0,0.00020067198815481508,3.841393998054143e-05
460.0,0.00020067657684353773,3.833383999333116e-05
461.0,0.00020068112102329032,3.825436189183939e-05
462.0,0.00020068562132882778,3.817554563771585e-05
463.0,0.00020069007839490505,3.809734539063629e-05
464.0,0.00020069449285627702,3.801975674164481e-05
465.0,0.0002006988653476986,3.794277530981562e-05
466.0,0.00020070319650392475,3.7866396742253104e-05
467.0,0.00020070748695971035,3.779061671409175e-05
468.0,0.00020071173734981032,3.771543092849619e-05
469.0,0.0002007159483089796,3.764083511666119e-05
470.0,0.00020072012047197307,3.756682503781165e-05
471.0,0.00020072425447354567,3.74933964792026e-05
472.0,0.00020072835094845233,3.742054525611921e-05
473.0,0.00020073241053144794,3.734826721187678e-05
474.0,0.00020073643385728744,3.727655821782074e-05
475.0,0.00020074042156072573,3.7205414173326664e-05
476.0,0.00020074437427651772,3.713483100580025e-05
477.0,0.00020074829263941836,3.7064804670677336e-05
478.0,0.00020075217728418254,3.699533115142389e-05
479.0,0.0002007560288455652,3.692640645953602e-05
480.0,0.00020075984795832122,3.685802663453995e-05
481.0,0.00020076363525720555,3.6790187743992063e-05
482.0,0.00020076736693093526,3.6722885883478863e-05
483.0,0.00020077100649315953,3.665611717661699e-05
484.0,0.00020077460916910077,3.658987777505321e-05
485.0,0.0002007781754059467,3.6524163858464427e-05
486.0,0.00020078170565088503,3.645897163455769e-05
487.0,0.0002007852003511035,3.639429733907017e-05
488.0,0.00020078865995378983,3.6330137235769176e-05
489.0,0.00020079208490613175,3.626648761645215e-05
490.0,0.00020079547565531698,3.620334480094666e-05
491.0,0.00020079883264853326,3.6140705137110414e-05
492.0,0.00020080215633296828,3.6078565000831266e-05
493.0,0.0002008054471558098,3.601692079602719e-05
494.0,0.00020080870556424553,3.5955773860805674e-05
495.0,0.0002008119320054632,3.589510412924658e-05
496.0,0.00020081512692665053,3.5834919163576126e-05
497.0,0.00020081829077499524,3.577521543938056e-05
498.0,0.00020082142399768506,3.571598946023573e-05
499.0,0.00020082452704190773,3.565723775768835e-05
500.0,0.00020082760035485098,3.55989568912373e-05
501.0,0.0002008306443837025,3.554114344831496e-05
502.0,0.00020083365957565002,3.548379404426843e-05
503.0,0.00020083664637788129,3.54269053223409e-05
504.0,0.00020083960523758403,3.537047395365289e-05
505.0,0.00020084253660194594,3.5314496637183595e-05
506.0,0.00020084544091815478,3.525897009975212e-05
507.0,0.00020084831863339826,3.520389109599883e-05
508.0,0.0002008511701948641,3.514925640836662e-05
509.0,0.00020085399604974003,3.50950628470822e-05
510.0,0.00020085679664521376,3.504130725013741e-05
511.0,0.00020085957242847307,3.498798648327052e-05
512.0,0.0002008623238467056,3.493509743994749e-05
513.0,0.00020086505134709915,3.488263704134329e-05
514.0,0.0002008677553768414,3.4830602236323206e-05
515.0,0.0002008704363831201,3.477899000142411e-05
516.0,0.00020087309481312294,3.472779734083578e-05
517.0,0.00020087573111403768,3.467702128638215e-05
518.0,0.00020087830987086574,3.4626658897502664e-05
519.0,0.00020088081057271706,3.4576707261233536e-05
520.0,0.00020088328489587694,3.452716349218904e-05
521.0,0.0002008857331753412,3.4478024732542834e-05
522.0,0.00020088815574610566,3.4429288152009224e-05
523.0,0.00020089055294316612,3.438095094782447e-05
524.0,0.00020089292510151843,3.4333010344728104e-05
525.0,0.00020089527255615837,3.428546359494417e-05
526.0,0.00020089759564208178,3.423830797816259e-05
527.0,0.0002008998946942845,3.419153122577496e-05
528.0,0.00020090217004776228,3.4145115028382916e-05
529.0,0.00020090442203751096,3.409907802108018e-05
530.0,0.0002009066509985264,3.405341736816749e-05
531.0,0.00020090885726580437,3.400813025437777e-05
532.0,0.0002009110411743407,3.3963213884764446e-05
533.0,0.00020091320305913122,3.39186654845897e-05
534.0,0.0002009153432551717,3.387448229921274e-05
535.0,0.000200917462097458,3.383066159397814e-05
536.0,0.00020091955992098594,3.378720065410406e-05
537.0,0.00020092163706075133,3.374409678457054e-05
538.0,0.00020092369385174997,3.370134731000781e-05
539.0,0.00020092573062897767,3.365894957458456e-05
540.0,0.00020092774772743026,3.36169009418962e-05
541.0,0.00020092974548210357,3.3575198794853154e-05
542.0,0.00020093172422799342,3.353384053556917e-05
543.0,0.00020093368430009557,3.349282358524955e-05
544.0,0.0002009356260334059,3.3452145384079474e-05
545.0,0.0002009375497629202,3.341180339111225e-05
546.0,0.00020093945582363429,3.337179508415763e-05
547.0,0.00020094134455054397,3.333211795967006e-05
548.0,0.0002009432162786451,3.329276953263698e-05
549.0,0.00020094507134293344,3.325374733646709e-05
550.0,0.00020094691007840483,3.321504892287867e-05
551.0,0.0002009487328200551,3.317667186178779e-05
552.0,0.00020095053990288006,3.3138613741196665e-05
553.0,0.00020095233166187552,3.3100872167081915e-05
554.0,0.00020095410843203732,3.30634447632828e-05
555.0,0.0002009558705483612,3.3026329171389573e-05
556.0,0.0002009576183458431,3.298952305063172e-05
557.0,0.00020095935215947873,3.2953024077766244e-05
558.0,0.00020096107232426394,3.291682994696595e-05
559.0,0.00020096277917519456,3.288093836970774e-05
560.0,0.00020096447304726638,3.284534707466088e-05
561.0,0.00020096615427547525,3.2810053807575284e-05
562.0,0.00020096782319481697,3.277505633116979e-05
563.0,0.00020096948014028734,3.274035062744115e-05
